class,uuid,image-0,image-1,image-2,image-3,image-4,image-5,image-6,image-7,example_im_0,example_im_1,example_im_2,example_im_3,example_im_4,label
vase,e00e4e508bcf4bfdada2a6b635084209,4cc7a338-736f-4afe-8839-d90c8effdb5e,9b5127df-e355-41da-b760-1d6f74afa09e,1d519814-347f-42b2-ae7e-56ec1f09ddd4,a7e5e552-c6f6-432a-8f5d-15bad57da5d4,8f91bce2-88cc-4bbf-ad90-12fd78a74faf,ba1fee28-4ad0-4970-bacb-92f485e94758,1bdb549e-bfc3-403e-be6b-a1be6e5d86c3,de021532-20db-49f9-a81e-016470727044,330385b57cf049e.png,95ee61e9b5ec42e.png,1d293b36ac52466.png,a631732ee48e4c7.png,1e97c512660743f.png,good
butchers_knife,a8677d9c7a5b43fe966ac48d2798dad2,6c2b5943-c53e-43fe-b7b7-5f376ae3252f,6c1639d2-c67e-417a-b7f5-823f622d3b5f,43db0982-6e18-40b7-b817-4b8a479c2349,63c40c33-0afb-47f2-94b8-295822245ca6,2b3470dc-4207-4b45-9c55-401688c78cf7,a20bfdcf-c5a3-445c-bdcd-b50263a9acb1,2aa1a886-e6fd-4122-bc2f-3740a5439109,1c7218e7-1930-47bc-a390-67ec9f1f1f61,8d39b3f39fcf46e.png,3f8bdc6f3c3046b.png,463efa47a1b2420.png,fd032a94a79c4eb.png,4424452ced7b44a.png,good
screw,adf05cb596254eb38a0f43661099ce34,72006cd1-8886-456a-bacf-acce51c00411,f13d3e8d-5c09-452d-be21-2ecd1f3cfb9b,38470364-094e-4b04-9e1c-03188b0ff9a8,bb0621ba-569f-439e-981c-04ba3027479a,cd465a83-9f01-47ae-a8a1-4afdaf2540e6,775cff39-d0c6-40cc-b009-19777d47173f,128b499f-0e64-40ca-a56f-990b5bc6989e,5fc67478-dd68-4839-8d03-11d2a951cc8a,8193df1691a44e9.png,48ba649794f442a.png,b3f88bab5b4e4b9.png,6157e471ade2456.png,7ab74d4f57564f1.png,good
vase,2110860cb48741a098f68c6d5009e705,bf92468a-b05b-452a-b4ca-de9c0688bcb9,6234bced-9556-4bc6-a929-e2a5a952e88b,8d2f2a89-5eec-4635-8219-30d8aa2d6794,6b757171-7751-48ef-8b8c-14e70e21abb0,3bb0bd41-be7f-4267-8b56-2c747b4c5eab,6b17e75e-9bc4-40ea-bc8b-582b626ed7cc,dc8e769c-dc01-42b0-b5b5-7cd62d5d8ebe,16189713-be98-4b9e-859d-b209aca5d266,1564bfa1ddd5412.png,b3c1f76312964e1.png,680b32c472cb4a1.png,1849ed4981fd44d.png,063ef715d8a64ae.png,good
water_bottle,095b27cd328048439d6967c4d0f0a759,049ecf91-08ae-4f0e-9a71-5df7358acae8,72f29f3b-c0ea-40d6-ba40-3df318ddaf15,85b013b1-891c-4961-911b-b2145c942e10,3714ce14-e814-4666-90ba-9a25a392a807,e154612c-65ea-405c-90d6-0038327f45c6,102e2e5d-6c59-4278-862a-4764875838a4,cd3b26f8-9ee3-4fc3-b090-19fde9a9ce3a,8719d307-34e3-4270-bfc1-3b8fce17e185,6c2ff8ddba9745b.png,d9e55c73920042c.png,b9b780f550bc447.png,9b0763e5eb0d416.png,62f0d79845e74d6.png,good
tv,9b71ad5fa8ec4ec3a7d0dbce24dadd0f,d9a2a7a8-85c4-4fd8-9e0c-b0de22b2f7a2,ba9502ca-bf67-489e-93a7-aa3d87e030d2,f1518582-4f76-43dd-96d4-34cf6e3e18b3,1d5cf891-6200-403c-b89a-aa219094eaa2,336ed705-0627-450f-9345-60c48a7e4ea1,5f973155-ede3-495b-a152-40ab2dce8ae8,9e06765f-747e-4028-9dec-6562d31efd83,13dc89a3-6071-405c-b294-b8448a9466d3,dc808328b524413.png,03e2542eaa84440.png,4cc63565c611474.png,0e5269474d6d425.png,f24b7e42ab6b4d7.png,good
t-shirt,7f9064e13f794110bdb9232f282b64e7,027fb380-36b7-4a77-80d3-7428a0117e1a,2d115517-ce30-4197-9d6c-f8f41438bad4,31b37f73-f918-4b9c-8136-6bcf405fa742,4241ec88-9b5e-449c-a8de-c835f523fe50,e2ca50e4-b366-42de-9d73-4d3184be3ee5,1c9937ae-6f46-43e9-b04b-1f1344b62ca2,26e52fad-4c10-4789-b503-d0b91336f14f,a9c92d79-0aa6-4a0f-9fa3-452f084db390,9a8cbd2ec3b44d3.png,73b11be7201f4fa.png,eddab839d2f1415.png,acb510ecca024ca.png,57ec7792ca544a1.png,good
bench,088cbdb357d548f99d9d91c08c08f88a,934c14dd-90c1-4155-a923-acd28171ddb5,e1c9f5ae-ad3e-44a8-b3c4-5a6038d4b40a,24120e10-19b0-4086-9849-544b23c7a97a,37aa2a33-69a2-46c8-a61e-216c0c987218,20138163-7408-4183-b251-5009ea3dbbcb,d88716a6-a48b-48f8-8d87-1ef508e8c1b3,17492443-40d0-40db-aa4b-8506a6fcf948,4b0dca5c-e98e-4a93-836d-3ebf66388a66,022b67452a9b4dd.png,672fd930f9284cf.png,2cd500cf8bf74de.png,d013f36d0c174fb.png,45c68628d96949f.png,good
mug,53420893c98d4de992dea72a94110fe5,33117a0b-0b9e-4aae-b85d-272748750954,5e221c00-88c6-4f73-8857-aa53b2641f0e,622c0b64-6c6a-4916-a821-5d55d4f37434,a33d6953-1c0e-48b2-83db-bb719d688253,b1c51b5a-0085-44c8-a0db-c31e92260e4e,08208ac1-9b1c-4ad4-84ac-f3009def2ef4,7040d216-745f-4bda-ae38-a06566497d7b,d866f859-f9ac-46f6-855f-b2d6c3e97f31,7099da4a527b48a.png,89890de5a22c450.png,ac9dbc7ca0dc497.png,67e4ff0075aa44b.png,bf88e067e0e8447.png,good
printer,2555a69678e64f91a286dd8132f7e937,1de049b7-2ed5-48a1-81c3-e751fdd713f5,2a62d958-0c5f-479f-9e35-5474436e2c9d,96ecf5eb-42f1-45d6-9b54-9e6e696ea8ee,53081f67-a1a4-4d6a-90f9-b8de3afa14a1,217386f3-379a-4253-812b-70a313d21db1,2030e5b2-edd7-49dc-99ab-8e50015cce38,3788ea96-907d-457d-8e6b-020b2c8e457d,3e1f9259-8cd4-4459-9996-3d3aa45953b8,59834c0c15be438.png,39030857ca07422.png,3b1abddf21aa454.png,da98dcf3a86f45b.png,54ca4dc97f5a42d.png,bad
helmet,049c234ae04f42adaed9b2fed13765d1,d4066ae3-e6ed-450a-a2f8-edc8c4140c6d,26766818-415b-4096-bda6-e4ce7b6d426e,d008c5a5-af6f-43d7-ba0f-78fd79a760f9,2c11e491-c8e2-4723-be7b-5c356387e7ee,e3839e24-e3e4-48ee-af14-271bad1d2e8f,9679138b-08a0-4f43-8a8e-8a228607b294,13148977-3d5b-4b85-83f4-d4282e8c2e55,59777ab4-f123-4130-9d92-704437548228,0a8a9edb0b27400.png,a90ff03d9ca847b.png,d15f97ed9588486.png,6330a010659b4f8.png,4c7877af1cf7471.png,good
helmet,b93ef4e7a7054a289b6400c9cee4458f,30c61704-f0c5-4d63-a58f-467f29ce041c,596030c3-6476-408f-aa57-f052ce0aa1e6,a7cb6c05-88c9-4b0f-bb3d-61852445fd37,4c757b6a-0d7e-4d63-8b25-6db6606a7198,d7cfffff-2a8c-4ae7-8881-d14d512684fc,cf51b693-7433-4edc-a68c-fa087a2dfd7a,1029e506-9ca4-4ef3-9b91-cedc5e0cf164,af382869-bd69-4c29-b26f-ec3aa563b03d,30534fcb581d407.png,4fc7d5eade56443.png,c1de4d3b7def4f8.png,e3f925b5d5c645c.png,88ce0d28b61746f.png,good
bucket,6976a27b354f4b608f1aa5f43033fa1d,b3edd8dc-f41c-4d8c-827d-91eb2fff4ef6,4e3a2805-a69b-46f1-87d2-31708b0e25d9,b0322329-f78c-46f6-9b9c-20de3b1f97f0,fe338e26-fdd9-48ed-9a77-9b1c197383ec,8984d3ec-2f85-4783-b6db-8ab29b11d50a,3b831c36-e8f5-4cd5-a69c-9e3d589d39dc,99faa988-5fb5-42cc-a89c-96977da955fb,87859509-2042-4d27-bf6c-f762271cf452,6c14012c41eb439.png,9b1b8b4fd48c4a4.png,dd88c9983136414.png,3698c716a0e3411.png,c88086787296422.png,good
printer,d9d5ed5de83b4d899ab93f55bdc3d0bc,8153062a-65ab-4522-82c7-87263b5097eb,fe678167-a6b0-4c02-8f21-d2fbdcffe85c,203b699f-a6b7-431d-9619-dfd07859e68c,e62d2385-7a7b-4e1a-96ff-4a9abf76b905,00df6df2-e0b2-4d6f-ad44-308689612184,16b5fdd4-e8ba-479d-bb27-279e6e514d49,9170220c-50f0-4537-bcab-0512fe22f362,48853707-f8f7-4668-af87-a3bee7e0887d,bd7bde7e94d1457.png,948f2cd7110b44a.png,5bd06cd548924db.png,1daa67d52d0d4be.png,ca6a15a3c36449c.png,bad
chair,2c4ced787552456b991d8809a5ffbe01,24a7a644-c038-48dd-91a9-6f3f975a4df5,a1d6a72a-bf95-4db8-a8db-94809d7ec262,91dde6a0-2a9b-4409-87b2-1043f169f8cb,a7187d37-a1ba-4ba2-b91f-a2a49fa39946,d8746e54-5ec2-4c55-a36d-1cab70627d6f,e1447f60-c08f-48fa-a002-ecfc91f37c59,f3fa9136-007a-401a-a366-11be88d68895,5f2e44fc-59be-4645-9a16-cbe9dde64cf7,411c01c0fbd74a8.png,62644612fa10426.png,343c71d0e2bc4cb.png,5acc788a4ef9452.png,b64ff506172c4bc.png,good
wheel,0b885e06df1f459ab88f93efa3b01c17,a5ce71b6-05c4-47fc-9aa3-0713e133361b,97e5c747-02a0-49b7-8821-c20ff39f7aab,b08d00d6-b5db-4a16-bca4-d9c5d10d6cdf,e6bff5d9-db40-4aaf-bf91-3d3d96e41384,1b059b27-785c-46a7-b149-36a6ec08872e,b0810154-2cde-4f34-a664-ce36d64c4165,e07230ab-f1e3-4b85-bc8b-adf0f206d83d,8051bb54-fae5-4a72-94a3-6c004ef57fe7,722be91e2999429.png,54c7eacc2753486.png,43f00d1728d946c.png,e966c7cecdd04bd.png,147e37cd19064e5.png,good
helmet,342ffca2f0b644a1aeadc2ea2ae5319a,ec8e5548-0196-42a8-8a7d-854709bf62da,29b8b0c5-8d8a-4ac4-8d25-aa4546cb6901,7bb57702-683c-4937-9e0c-6464a40889dc,7180a813-1c42-409f-ab24-5977cd27e794,69d55e4c-638d-410a-bd1a-4c2829407925,5647490a-2103-4417-b503-eae92feb57fe,b249fd6f-c9e3-4203-a55e-e9dc4a70c6e5,96f59dd4-1d42-4770-9846-5232d999c061,8d688841695b420.png,a23178e629b3447.png,9b45531e65b0413.png,6d8dc1704b0f4bb.png,3f3e94b54cb94f8.png,bad
chair,4833c0250fd04df9baba7407eb2f7fe9,9544d37f-8c01-430a-a4dd-4167f661b228,920f0a14-5d27-41f0-a391-a15ab9a37e79,9fc21649-df1b-4e43-94d4-58bdd100bac9,0ca30df6-a08a-4b76-ac2b-7b4378371da9,e7cd6864-d778-41f9-97d5-bf2a43fa9ce6,a8dd1b18-6d45-423f-b1a1-bfb41d22deb7,075d86fb-b7d4-4f5a-8d65-1364e30fa642,dfb78362-b8e7-4e40-9303-add5057ed843,b9543d5d04e9407.png,21aad112d019406.png,25faf1e67e6f4d7.png,2dcce7b9144c485.png,58065c4497d4484.png,bad
helmet,d57310b328e043648447cf6bf0ba3131,71f42552-d92c-4ddf-a439-a6ccdbbdd3a0,8ea27219-5ca7-41bd-ad00-29675f7c098d,62aad80d-9eb4-4700-aae9-5901ffc3079c,086082ee-44a8-4bde-a873-819be4651058,691e8b69-53b8-44e7-965a-f8736fd5db25,c524f736-07a9-49ba-bf8a-e0b6424330ce,09f5236f-3ecc-4c26-b903-9913ed36ee2c,fd4229bd-2184-4bce-bf91-0cc6caf2a8a9,63fe8e8d91df4d3.png,e6278d5d78894e7.png,18df90a0578149c.png,b3027d7df4f446b.png,f258bbeb912343a.png,bad
printer,ffa837e22c384798956385c1deefaa15,544a90f9-7ba8-4d7e-b937-581c3a2d9479,63102362-dd65-431f-92a4-5d6ebf0bdad2,7a4de9aa-8928-4da0-851a-785c25a2ba05,f0659478-a81e-48bc-b48b-886208c67ad1,d54d1174-176c-4a02-b41b-8789478d0655,026830f7-381e-403f-b7a8-abe0d73a408c,0af2d010-07eb-4c12-a0ca-19d9ff5999d3,06e2b7e8-a5df-45c2-8a1d-6934d7b094ec,976714099fe4465.png,468d057769ff4dd.png,f8be7d98fa734ab.png,8a568424d1e04da.png,49af7944af5a4d9.png,bad
teapot,dcab4569eb8246d9ab5c0b02ea2f7d24,f2a1ec7b-1e04-4409-99f6-17aaadf56158,3b8b4c70-615c-4ef2-9e1f-cb9c2f7b3c5c,2a654550-c2ec-4c3f-847c-e376ea88bf1f,b4e86bd5-7c8c-4f08-a6fa-a221c87c7179,0ca278e2-4c0f-4de2-8cca-ba7979286429,7f851972-045b-4f1f-abd8-16fef75318f4,e1c29462-aea1-46fa-a9d9-79a6c0fdafcc,e242368a-6052-4de0-adcb-0c57853e183e,7c23a64b0a79459.png,b78d43ad04574f0.png,634d714045cd4de.png,1951ff54c27745b.png,0b2947d95f7a417.png,bad
shovel,e5fb32c605004e289fd4729b85fffcd0,ae864557-0ed5-462c-a783-dffe5761e8d9,df6a69c9-cba0-4aa9-ab10-0646e73a7cd0,a68322f8-818b-494d-bf7f-fac63553d129,10f5742a-c563-451f-b73c-b01a6964951a,c94bb50c-e8b5-4078-88b0-830e572ba6cc,a49d5943-d539-44b5-85f9-2fe7402fd2de,fb798dd6-b913-4f71-bea0-9a42bd3b647c,c5f26cac-73ca-4f2c-9d12-7f3bf2c0998f,dc27a419e04743a.png,1dd3522fc12746e.png,bd1e0216fdbc44f.png,1c4adb76d9cc48a.png,9368a2ae1b2c46c.png,good
hammer,28d7644033bd40748dc929c5a0cb17a4,65e025f3-14aa-4d12-8f50-3be08fdef1ac,fb5bfeab-64f9-4796-8e19-73a13146c9c6,6bfce392-0ddb-4f46-8d60-ce2176f0b169,aaf1b8f9-dc4e-45ac-81a4-05d3f6af33d4,94c829c7-f60a-4cb2-b2d7-0bac56aec21d,ccee935a-c49a-4691-a72d-4a48c91f918b,2863bee2-6a7a-4e1e-9bdc-36d7f978370c,37b8a044-396a-41c3-86f5-80e260ed50ef,312812898d4b404.png,f0ddab20de0d40f.png,43aea4ab8962439.png,56fb196bc298436.png,111fd61623c44fc.png,good
teapot,e39de655017c4e2c8ae413affe4be8d9,222db03b-db71-46dc-92a6-25a5b5660a8f,350d4a78-b6d2-4e5e-a0fc-513536c31fb4,c869a7e3-1e26-4b6c-84b3-e61aa51889e1,f5c5e08a-4a5a-4eaa-899c-4012ef27356f,863702a4-d0fe-4e67-b85c-fffbe6bdfcae,ccb7c784-8ec5-44a2-a719-19140363f3ba,fae581aa-67c1-4339-827d-eb9407b8f3c4,51669cb3-8492-434e-92f4-b49ae8db9902,b186ae5bd8e446e.png,91fef850b0be499.png,cadb527fb6ad420.png,57cd0fab67fd450.png,4df31e65b1f8404.png,good
screw,9a4e53f913694b549059d7e078099bdd,250875ac-17c4-43e5-82a0-4c4f68df4f53,a2a180a6-7121-423a-afaf-6c646c88b815,08dc3ab9-bfb3-4953-a195-52d934511e4f,99363c0e-01ea-4a50-8575-bbccbb36fb5f,2ea1301e-4f4b-45c5-9dd1-2cf5ac55d58a,a2dac39b-7bdf-4ad1-8088-339716559f0e,dfe1e4ac-66e0-4542-8636-1d23606632d3,ebd5b97a-5d6a-4864-897e-b48b9548e0ff,8e32b9be30c5498.png,a7745199d93b4cc.png,2d2fd73e2330489.png,e51cb2de1485417.png,cf55e8a27aa54f3.png,good
monitor,85c459d1c24040f3ad67178d6de4a0a9,8ed986fc-be47-4b1a-b2da-6efd776a76c9,e1c59a6f-2aea-4aa6-9ab6-15c8102b56f3,66800191-4839-463e-b256-00048a65a0d4,66c66870-4ce8-4674-a136-5f7021abe225,d1072d98-14fa-4fdb-a314-4b5eb2652eec,fba27595-35e8-4470-ac95-865c23a17d14,f1520e71-76b9-4803-8820-d8ea8012f112,ff8bc2be-2e52-40d3-9b92-7b9e18ad7832,b2f637a6f9754ff.png,f9cb21b4a45043d.png,7618465fb999495.png,e0d7462ca629415.png,851a51985d8b42a.png,bad
bucket,68d83e2d634940f594df30998aba652c,cc524d81-3f9d-46ec-99ff-81a2d1722d25,86a8c53e-3cbb-4e02-a4b8-e4b87e32aeef,1eb84289-9d94-4ff4-abb4-84ab368420dc,2885c6d6-8557-4edd-9d23-ed7a1964ce32,09f173b4-b900-4ccf-99e7-936840d5ecd7,08375263-e442-48d9-b046-87355f3b8e39,e38f91ac-9ae7-463e-8617-b553139bde08,61801a59-43e7-41ec-a849-ddc197a4d8a7,0ca1c00309ef48f.png,ceb169a81ff64e9.png,4658d4356ec6431.png,a3af9808b98a479.png,d53cbe1a022c4c3.png,good
chair,079ed5e0f0224e08a7ad3673525ce3db,b11171a0-7502-4268-b356-8bf6ee227529,9cbfe718-322e-4fac-945f-b29f00e682bb,0f9ec05a-f2a7-4cb0-9dea-8eb9afc25a5a,45261732-b2ba-46ff-8b2d-b48016961988,0edbfd14-ed21-42b0-bfff-12ebdc082bc2,7400cdfe-7f0d-4920-9f2f-07350a551490,5930de28-9f5f-4c1c-a648-aa094ab072dd,33c44add-ff80-4efa-9793-d40b888f0f0e,3c5c62d5098a4cc.png,a732d4237cce40c.png,84bba0d7119b4a8.png,eac2ff8f3140401.png,2b59f50d55c64ef.png,bad
keyboard,3ab2174d65b244a5880db0a0f77e0a51,19802483-5385-4c09-b82e-2d19f8a42b41,fb84f764-2730-493c-bbc9-b6037811552c,d9b65d05-7c93-4302-a2ec-384d81af5403,86403fde-0851-4c5d-8747-5f508af506ff,1aa720ca-be8d-4b44-914c-b35cf2ff8e29,a2476f2d-6793-4368-bf43-f9d87b5053e4,286c3a1b-3e08-4db1-adce-97e46ad86e53,c2e0f613-9b35-4465-be43-33e8eb22322c,2c9662d5bc834d3.png,2093419f36a14cd.png,842a4218ad39425.png,9d767b9a1384494.png,f2637bb9ff6d485.png,good
printer,1657f3c700b5455a8028ed53a27492ec,b16ecefb-5fdb-42a5-912f-819a4f7c79df,fc00e6cf-ff98-4b6e-84cb-65ad32afba67,af82e1a1-344a-4308-8e5f-bdd6314a0460,be91eb3d-7430-44b4-9e8a-dfcefce46aa3,9bc519b8-3593-4ebf-8c8d-e8c0616fd706,92351b6b-9686-4bc7-845c-ba467c4caaf0,76eeb2b0-a156-4bff-a9d9-a94b2cf23ff3,7ce4bb55-9252-45c9-bbb7-ec21238aa160,494f345f52f6416.png,5b4294842e6547c.png,7b7d70b93be048f.png,30b433a8498a404.png,a5a2f792c349494.png,bad
screw,797620f3e24d42cda24a36d184c7a120,2f31f316-21b9-41a9-a91d-a92c26e6fb51,879cb07d-b171-4aea-9192-07eea61ed818,cf8f2ad0-fa18-4306-8ace-9775b2584859,b5694c09-8893-40b7-930d-cb2589a5dfb8,0c379b0e-3bf4-4072-bd4d-baefd180124f,ed6b7818-7736-4c04-b96d-5d011ee65398,e60ed750-a951-4979-b074-667211ecaa98,764cd57c-6e7e-4eff-ae74-8cb8fe429455,8e32b9be30c5498.png,eba3fdb808094b9.png,0557f708bfbd42b.png,ddefb56badba49c.png,0304bb70e99e4c6.png,bad
hammer,698710121df1483c88fc01d1e3fd6954,ff19d085-8693-4a3e-ba02-19fd71bea57d,22d732eb-1e39-47cf-ada1-51101dba285a,34f19efa-0f8a-4815-a0b4-07c0189a0d09,c86bde02-eb75-4ad5-bd71-4ef218bd3168,7769e938-5cc4-4261-82da-cb6e0160d822,a464c145-141c-47f3-96a5-6370c3442be3,4b91b848-5e78-4295-bde2-f588bb8007c0,438b9dd9-6fdd-4b3c-8bb6-dd5a8132ef8e,23695fca4ad54d6.png,90d2d3ee8acd476.png,c56271b48e864c4.png,70498eb4869641b.png,0d976fd2c8d64f7.png,good
bench,3655086b1ece4dcfbdafad4e6464fa0a,ad98d046-1735-4c79-ade1-20c174a8a7dc,932e8ac3-145e-48d5-b37a-3f0787b70fea,2e6fc271-23d8-4e05-84b5-73a9cda28d7b,bbfa2180-4cb7-47dd-8f28-335d09d85fef,411f8bcf-3e5b-43b7-b0a6-afaecb07d9c2,d67e4bae-cbe6-4f78-b6c8-594405830170,a530af3f-0562-47f8-b55b-71d0cb62414d,af06aa02-879c-42e7-b9ac-f2ff263956ac,5ee2e7b9fc9c4a0.png,b12b17b7606045d.png,f2ad4986108f4b1.png,71fb34b545e6428.png,0d73a777f4cb49a.png,good
combination_lock,0d5e75130f9c4f3c9714f10884cf2321,8e7ff7b0-3c2b-4fdd-81bc-a41ea1e39ae5,1c8f6a38-1759-4fd0-8321-f31afa1d9366,c8e69a38-e115-45e9-8974-a0123c168708,d2b05bc4-1b06-4c85-9611-5af1e4392ed7,d83d325c-49f2-47cb-8063-066405cf5c4e,fd56a3a5-46ad-486d-a4e8-18d1ad849199,9b18a9c4-5c52-4de6-b821-c6f71229ee82,575c5329-2f40-43b0-b577-63f536710c62,b4247c0a5d6449f.png,c97c92bd82e94c4.png,3d0d0bcada14452.png,c02ebeff49c5470.png,449d4eb0ce2c4c3.png,good
monitor,d80755755dba4169a9605f591296f53e,b46c207b-b9e9-4185-a38e-268d979daa5f,5cc3c354-aaa6-432b-b20e-baca8b43c4bd,203afeee-f12c-467b-a9bf-76a30d1c0100,f2b1c35c-5854-405e-9d43-b1706d70ef15,7ad0f353-dd57-4368-a2a0-f8157f41adb6,f5a4f3dc-e691-4087-9ba2-33a64371830b,0e0d3262-caca-447e-b987-86dc62ddf26c,1b5988cb-20e3-42d5-a05d-df5bab2fd7e7,abfa104a47d14da.png,a002f6e827a0430.png,3210faf2e7dc4d0.png,936d6a924c3b405.png,cc0d00829d244e7.png,good
backpack,93b76c4d745d4aa5ba43028746a4745a,706638a7-4452-4545-bbd1-dca4313648b8,a3bb4078-661f-4da5-ac7d-a2f1f26e1054,9fa544fc-ca08-4d90-8496-f7293a2f2ca7,2b2763cf-312a-4161-b7af-b2b841464b58,546a7219-17f0-478e-abf2-366dbf0d4e21,d6da69b1-0e03-431e-a6d6-59cbacb74fb4,24992dec-d629-4aaa-91f7-8ea759330e4b,c64dc7cd-5e12-4d77-9206-29aa0fbc4d47,4e76066c72e2451.png,7803ded9bf8e4db.png,c670340e55b24c5.png,9f7359d46a9f44f.png,fcca05f6bac7472.png,good
box,0bdf1f27bf5e4950895eaa899202ce52,111e6afa-21ec-4498-8a04-ef59ab85bc7c,4360cb2a-216f-44f0-82be-43ab11e92e01,864603b5-89de-4fac-aeb0-1378946b1d72,ab93d861-8e98-481a-bd27-59ccb43c1b18,59d227be-5342-4961-9632-e05c8401d7f9,e63b1491-f638-40ba-9dfa-60e344b4f712,82d061f9-9efc-4bc9-bc2f-2da6748fe597,a60ef0ab-ba58-4b20-b65a-79c8630c40b2,6d5377fbfce64a7.png,9ea65befa06a464.png,def5fe559580444.png,5f3adc18bc9747d.png,3f4b3e6065754c9.png,bad
dress,546d6c7e9f0b44cc8968fda1f1ba1804,c80fcbfb-6baf-4c0a-b1ed-71e8ad69f859,53df0fc0-610e-4656-9961-2a65b73bc15f,b347e238-75b1-4ec3-9f06-5458436ae899,497ed47a-e080-4f77-b5c5-d5ac8b4ff5be,72b76e96-13b4-48fa-be36-b745ad23af18,881b8769-5fd8-493e-b9c9-7c47ed3627be,ff079ffc-ba75-4750-a752-99c4b7ca1889,b2c7c446-3ade-4b07-9d1a-d9349bfbd896,cc12095cd2384bf.png,f44c6933d30f438.png,f584fcb069074da.png,fa2129c03ac9471.png,17e331f1412a4fa.png,good
hammer,b064079171024bcbb1aa4c15107f329c,914f18bf-12cf-4e3f-bdc2-3a4a66ea45ca,6d04b0c9-c1d8-484f-9135-76a01a8684ac,ce623b14-f127-4964-a93b-5caf8476ee4e,151f6e24-356f-4998-95c8-d1a704528e82,0ab83375-3348-4beb-b516-ab0dd025d3aa,34079a1e-cff6-464e-86d6-708ebfb5528f,39ab365a-4f13-4383-a47a-0f9afb93476f,7ee99249-43e5-4732-818d-ccdf298021ac,f20494ecb9bb453.png,cbd722e2c16f45b.png,62dca25a05b3402.png,fd0c11cb87b849a.png,111fd61623c44fc.png,good
tv,f4a523c95d964e1c973856c9b2bca233,860b5734-0627-49cb-abbc-a6e65b1747d7,baaabde0-aa12-42de-b449-b4bda2d3f233,5ba06a8f-81ba-49d7-8620-fa3f67ca2382,04161400-799d-42c9-8989-6e53d3df2b73,3585b0af-8f84-4c78-91f5-1dec58ba339b,d974cc97-2269-4fb0-b4a8-07e6e6bb10ff,568ab402-6677-4ca8-b448-25d98a6c57fc,b28e6849-4100-4ccb-86c6-534349a4dc9c,ce19a942ee224c7.png,f283eaa990a04e7.png,5000c08c066f43f.png,35bbdc5c9d7e42a.png,f82b615d3d7c4ee.png,good
wheel,4615c5528d2d4e8eb2d8a00b6b994fdc,e86512fd-2a66-455b-995c-0cf1574c701e,b2e409c5-67a0-4e9d-b162-fa03b126ba68,432148c3-2fb7-43c9-96ce-a2028101c273,9aa6d177-e655-4fbe-8039-544c03342ead,5a56c6dd-3975-47f3-a30d-1652e831afe6,c5dc646e-e543-4d87-afeb-479a1ad05157,4cb81491-f687-4bbf-8298-73e3371c4508,042ce0ac-3bee-4253-a1cb-97abe14a6ac6,d83d8ff375e44f6.png,75ffab0430934fc.png,6fd411c160394ee.png,52870a80635d470.png,afbbbc7f43944a9.png,good
broom,f0512795f99446739905a8f6e41b837c,7822cb0d-7977-4d5d-a0b7-1c2e37b6ff0d,96c57a33-3f61-472f-ba89-d0a3dc214280,0ad274c2-00f2-4a87-ad3d-31fa710a8cc0,5c79e82f-2032-4aa1-b94e-a6b7144808b3,3e5c3231-7034-4272-a9b5-faa743604486,97ca3103-24b1-460f-82ac-d536f9ff3710,0165149e-667f-43b2-adab-77769c98e8c0,29dc83db-9d43-40f8-989f-d561a4e59a5b,9d0b79b923fb4cb.png,809920843ff646b.png,bfdbfd915d7c4b5.png,e82cb080df234bb.png,d57908b5a6824a8.png,good
bench,01a5b64427984632bb44242da3813bb1,41944126-2ff8-44e6-a00c-16f6d5e25c4b,8ef5b39c-5e03-47c5-94c2-a6465a9264a4,a53c90b6-891a-428b-befe-4f61b936ad13,af5a69ea-1d01-4fa7-b65d-4e60735a88e6,61b24983-a261-4eef-b0e0-c8a2cd78162b,da3054ad-f97f-4c66-a6df-f49276c82a63,c086ac9e-e6f4-44b4-bb22-662db3981797,26bc9fb7-dde0-4996-b6ac-b9d708b88d23,b74cc2a2b1c64df.png,c597bbe6ef5a445.png,24cdf26038f94ed.png,f2ad4986108f4b1.png,8f7ed3666f194a3.png,good
trash_bin,48fc9288563d4a4f9f3a0e4b63ec3934,a7e70d47-519b-4cdb-82b2-79ca1025c70c,4c0c8a5f-7a56-447f-86c8-9aa5aeda0116,61e804a8-3b84-4cec-9d51-0ab830825237,d7cd8f92-a662-41b0-a8dc-67269b1c6e81,a9030ab9-4fcf-4f32-88a2-dfc3a0653381,dd1c19a3-9ddb-4256-bbd6-082dd404b181,333a0fa5-2029-4ae8-8390-e6ce0d98e951,90bb1b6f-1e2a-4f4a-8bd1-2f54bb8e7938,0c9435080f97414.png,1ce95a0b8a04417.png,a20bce1bbb57474.png,0b5e9cd28617435.png,f2ddde626798408.png,bad
speaker,59e8fae8e75e49359de1864a4d93999a,5a495ede-3d4b-444f-9a8b-e6429c7399eb,2f394067-6e73-4867-aa47-4e50aab6c872,6113eb63-9263-4cf0-b796-aed65729a0b3,66652d0c-529f-4165-bbd0-308938582873,85ee311a-f752-44f2-aab6-3aba41f2ee30,eb3f5a6b-76b4-4f24-8100-58370463e6a1,917293b2-9deb-4b8a-905b-eee2a86fddcd,678283da-3f35-4207-bca7-c0830b3fada0,3bc8fc095ce74bc.png,afefd4f94b8a4ea.png,6c9355b269114ff.png,7a9b9869d8e549f.png,ed2014adf4ea414.png,good
